UID          PID    PPID  C STIME TTY          TIME CMD
youngwan 1715531       1  0 Jun22 ?        00:00:00 ssh-agent -s
root     1715682       2  0 16:42 ?        00:00:00 [kworker/7:0]
youngwan 1715815       1  0 Jun22 ?        00:00:00 ssh-agent -s
root     1716895       2  0 16:43 ?        00:00:00 [kworker/0:1]
yeonjoon 1717095    3819  0 16:43 ?        00:00:00 condor_shadow -f 804698.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1717096    3819  0 16:43 ?        00:00:00 condor_shadow -f 804696.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1717097    3819  0 16:43 ?        00:00:00 condor_shadow -f 804697.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1717101    3819  0 16:43 ?        00:00:00 condor_shadow -f 804695.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1717108    3819  0 16:43 ?        00:00:00 condor_shadow -f 804694.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
root     1717489       2  0 16:43 ?        00:00:00 [kworker/3:0]
yeonjoon 1718758    3819  0 16:44 ?        00:00:00 condor_shadow -f 804699.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1718759    3819  0 16:44 ?        00:00:00 condor_shadow -f 804702.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1718760    3819  0 16:44 ?        00:00:00 condor_shadow -f 804700.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1718762    3819  0 16:44 ?        00:00:00 condor_shadow -f 804701.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
root     1719631    2822  0 16:44 ?        00:00:00 sshd: shin [priv]
shin     1719761 1719631  0 16:45 ?        00:00:00 sshd: shin@pts/290
shin     1719766 1719761  0 16:45 pts/290  00:00:00 -bash
yeonjoon 1721283    3819  0 16:45 ?        00:00:00 condor_shadow -f 804703.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1721607       1  0 16:45 pts/290  00:00:00 python /data6/Users/shin/THNeu_SKAna_Original/python/SKFlat.py -a MCFakeStudy -l FR_MC_Closure.txt -n 10 -e 2018 --skim SkimTree_SS2lOR3l --userflags MuFR,MCClosure
shin     1721608       1  0 16:45 pts/290  00:00:00 python /data6/Users/shin/THNeu_SKAna_Original/python/SKFlat.py -a MCFakeStudy -l FR_MC_Closure.txt -n 10 -e 2018 --skim SkimTree_SS2lOR3l --userflags ElFR,MCClosure
shin     1721609       1  0 16:45 pts/290  00:00:00 python /data6/Users/shin/THNeu_SKAna_Original/python/SKFlat.py -a MCFakeStudy -l FR_MC_Closure.txt -n 10 -e 2017 --skim SkimTree_SS2lOR3l --userflags MuFR,MCClosure
shin     1721610       1  0 16:45 pts/290  00:00:00 python /data6/Users/shin/THNeu_SKAna_Original/python/SKFlat.py -a MCFakeStudy -l FR_MC_Closure.txt -n 10 -e 2017 --skim SkimTree_SS2lOR3l --userflags ElFR,MCClosure
shin     1722042    3819  0 16:45 ?        00:00:00 condor_shadow -f 805841.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722043    3819  0 16:45 ?        00:00:00 condor_shadow -f 805841.1 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722044    3819  0 16:45 ?        00:00:00 condor_shadow -f 805841.2 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722045    3819  0 16:45 ?        00:00:00 condor_shadow -f 805841.3 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722046    3819  0 16:45 ?        00:00:00 condor_shadow -f 805841.4 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722047    3819  0 16:45 ?        00:00:00 condor_shadow -f 805841.5 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722048    3819  0 16:45 ?        00:00:00 condor_shadow -f 805841.6 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722049    3819  0 16:45 ?        00:00:00 condor_shadow -f 805841.7 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722051    3819  0 16:45 ?        00:00:00 condor_shadow -f 805841.8 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722052    3819  0 16:45 ?        00:00:00 condor_shadow -f 805841.9 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722060    3819  0 16:45 ?        00:00:00 condor_shadow -f 805842.3 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722062    3819  0 16:45 ?        00:00:00 condor_shadow -f 805842.4 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722063    3819  0 16:45 ?        00:00:00 condor_shadow -f 805842.5 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722075    3819  0 16:45 ?        00:00:00 condor_shadow -f 805843.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722078    3819  0 16:45 ?        00:00:00 condor_shadow -f 805843.1 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722080    3819  0 16:45 ?        00:00:00 condor_shadow -f 805843.2 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722082    3819  0 16:45 ?        00:00:00 condor_shadow -f 805843.3 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722084    3819  0 16:45 ?        00:00:00 condor_shadow -f 805843.4 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722088    3819  0 16:45 ?        00:00:00 condor_shadow -f 805843.5 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722091    3819  0 16:45 ?        00:00:00 condor_shadow -f 805843.6 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722092    3819  0 16:45 ?        00:00:00 condor_shadow -f 805843.7 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722093    3819  0 16:45 ?        00:00:00 condor_shadow -f 805843.8 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722095    3819  0 16:45 ?        00:00:00 condor_shadow -f 805843.9 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722102    3819  0 16:45 ?        00:00:00 condor_shadow -f 805844.3 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722105    3819  0 16:45 ?        00:00:00 condor_shadow -f 805844.4 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722106    3819  0 16:45 ?        00:00:00 condor_shadow -f 805844.5 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722140    3819  0 16:45 ?        00:00:00 condor_shadow -f 805845.7 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722143    3819  0 16:45 ?        00:00:00 condor_shadow -f 805845.8 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722145    3819  0 16:45 ?        00:00:00 condor_shadow -f 805845.9 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722148    3819  0 16:45 ?        00:00:00 condor_shadow -f 805846.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722150    3819  0 16:45 ?        00:00:00 condor_shadow -f 805846.1 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722151    3819  0 16:45 ?        00:00:00 condor_shadow -f 805846.2 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722155    3819  0 16:45 ?        00:00:00 condor_shadow -f 805846.3 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722156    3819  0 16:45 ?        00:00:00 condor_shadow -f 805846.4 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722157    3819  0 16:45 ?        00:00:00 condor_shadow -f 805846.5 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722161    3819  0 16:45 ?        00:00:00 condor_shadow -f 805846.6 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722162    3819  0 16:45 ?        00:00:00 condor_shadow -f 805846.7 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722163    3819  0 16:45 ?        00:00:00 condor_shadow -f 805846.9 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722165    3819  0 16:45 ?        00:00:00 condor_shadow -f 805847.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722167    3819  0 16:45 ?        00:00:00 condor_shadow -f 805847.1 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722168    3819  0 16:45 ?        00:00:00 condor_shadow -f 805847.2 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722170    3819  0 16:45 ?        00:00:00 condor_shadow -f 805847.3 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722173    3819  0 16:45 ?        00:00:00 condor_shadow -f 805847.4 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722175    3819  0 16:45 ?        00:00:00 condor_shadow -f 805848.1 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722176    3819  0 16:45 ?        00:00:00 condor_shadow -f 805848.2 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722178    3819  0 16:45 ?        00:00:00 condor_shadow -f 805848.3 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722179    3819  0 16:45 ?        00:00:00 condor_shadow -f 805848.4 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722180    3819  0 16:45 ?        00:00:00 condor_shadow -f 805848.5 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722182    3819  0 16:45 ?        00:00:00 condor_shadow -f 805849.3 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722184    3819  0 16:45 ?        00:00:00 condor_shadow -f 805849.4 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722188    3819  0 16:45 ?        00:00:00 condor_shadow -f 805849.5 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722192    3819  0 16:45 ?        00:00:00 condor_shadow -f 805849.6 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722194    3819  0 16:45 ?        00:00:00 condor_shadow -f 805852.8 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722196    3819  0 16:45 ?        00:00:00 condor_shadow -f 805846.8 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722200    3819  0 16:45 ?        00:00:00 condor_shadow -f 805847.5 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722202    3819  0 16:45 ?        00:00:00 condor_shadow -f 805848.6 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722204    3819  0 16:45 ?        00:00:00 condor_shadow -f 805848.7 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722209    3819  0 16:45 ?        00:00:00 condor_shadow -f 805849.7 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
shin     1722211    3819  0 16:45 ?        00:00:00 condor_shadow -f 805849.8 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
